StudentID,Age,Gender,Ethnicity,ParentalEducation,StudyTimeWeekly,Absences,Tutoring,ParentalSupport,Extracurricular,Sports,Music,Volunteering,GPA,GradeClass
1161,17,0,2,2,0.99562003,4,1,3,1,0,0,1,3.38,1
1162,15,1,3,3,5.370001524,22,1,3,0,0,0,0,1.29,4
1163,18,0,0,2,13.0847156,0,1,3,0,0,1,1,3.72,0
1164,18,1,3,2,10.67233863,7,0,3,1,0,0,0,2.67,2
1165,16,1,1,3,18.88082557,11,1,2,1,0,0,0,2.37,3
1166,15,0,0,3,7.92554525,13,0,2,0,1,0,0,1.62,4
1167,18,1,0,1,13.87726685,15,1,2,1,1,0,0,2.54,2
1168,17,1,1,0,9.78645495,9,0,4,0,1,0,0,2.30,3
1169,17,1,2,2,10.25152432,14,0,3,1,0,0,0,2.26,3
1170,16,1,2,2,5.355486292,20,0,2,0,1,0,0,1.32,4
1171,18,1,0,2,9.099015537,23,0,3,0,1,0,0,0.95,4
1172,15,0,0,2,9.41569994,25,0,2,1,0,0,1,0.82,4
1173,17,1,0,1,14.13285043,14,1,3,0,0,0,0,2.34,3
1174,18,1,0,2,18.81279998,9,0,2,0,1,0,0,2.68,2
1175,18,1,0,1,6.58642555,20,1,1,1,0,0,0,1.54,4
1176,16,1,0,2,0.844009372,27,0,3,1,0,0,0,0.20,4
1177,17,1,2,2,9.92590251,6,0,3,0,0,0,0,2.75,2
1178,17,0,3,1,10.88922664,25,1,2,1,0,1,0,1.10,4
1179,15,1,0,1,3.368811023,2,0,2,1,0,0,0,2.55,2
1180,17,0,3,2,15.20929213,1,0,3,1,0,0,1,3.27,1
1181,15,0,0,2,19.69858217,5,1,3,0,0,0,0,3.19,1
1182,17,0,0,1,18.91549434,20,0,3,1,0,0,0,1.72,4
1183,16,0,0,4,3.942120776,8,0,2,1,1,0,0,2.34,3
1184,17,1,1,2,17.5072648,9,1,4,1,1,0,0,3.27,1
1185,15,0,3,4,14.08987273,3,0,3,0,0,0,0,2.99,2
1186,15,0,1,2,9.076931276,26,1,3,1,0,0,0,0.90,4
1187,16,1,0,2,10.81221989,2,0,3,0,0,0,0,2.96,2
1188,17,1,1,3,16.9920035,8,0,1,1,0,0,0,2.67,2
1189,17,1,0,2,9.602698793,23,0,0,1,1,0,0,1.22,4
1190,16,0,2,2,7.464147382,21,1,3,0,0,0,0,1.37,4
1191,17,1,1,1,9.864949861,16,0,2,0,0,0,1,1.52,4
1192,17,1,0,2,11.58259608,13,1,3,0,0,0,0,2.23,3
1193,15,0,1,1,3.781553076,9,0,2,1,0,0,0,2.14,3
1194,17,1,1,1,18.01815461,12,0,2,0,0,0,0,2.26,3
1195,17,1,0,0,13.48373898,11,1,1,1,0,1,0,2.75,2
1196,16,1,1,0,12.66537835,26,0,3,1,1,0,0,0.90,4
1197,16,1,0,4,1.989924524,0,0,1,1,0,0,1,3.12,1
1198,18,0,2,1,12.08347876,27,0,3,1,0,1,0,1.29,4
1199,15,1,2,2,2.419213245,21,0,2,0,0,0,0,0.57,4
1200,17,1,2,3,1.573953504,28,0,3,1,0,0,0,0.58,4
1201,17,0,1,2,10.54621791,18,0,1,0,0,1,0,1.64,4
1202,18,1,1,1,8.055710681,18,0,1,0,0,0,0,1.23,4
1203,17,0,0,2,11.7762054,5,0,3,0,1,0,1,2.97,2
1204,15,1,2,2,1.784443361,12,0,2,1,0,0,0,2.01,3
1205,18,0,0,2,8.619661257,18,0,1,1,0,0,0,1.15,4
1206,15,0,0,2,3.495734301,12,1,4,0,0,0,0,2.19,3
1207,18,0,0,4,19.74200172,26,1,1,1,0,0,0,0.95,4
1208,18,0,0,2,11.22300425,25,0,2,1,0,0,0,0.57,4
1209,16,1,1,1,13.74873722,21,0,1,0,0,0,0,0.97,4
1210,15,0,0,2,6.508365614,20,1,2,1,0,1,1,1.66,4
1211,17,1,2,0,1.894778296,3,0,2,0,0,1,0,2.84,2
1212,17,0,0,3,19.51741726,23,0,1,0,0,1,1,0.19,4
1213,15,0,0,1,5.725180708,1,0,3,1,0,0,0,3.26,1
1214,17,0,1,1,8.476163703,14,1,2,0,0,0,0,1.92,4
1215,17,1,0,3,12.99727843,11,0,3,0,0,0,0,2.02,3
1216,15,0,0,2,0.493945954,29,1,1,1,0,0,0,0.13,4
1217,18,1,2,1,16.20518261,26,1,2,1,0,0,0,1.29,4
1218,15,1,0,2,10.7315638,6,0,0,1,0,1,0,2.59,2
1219,18,1,2,3,5.564343741,19,1,3,0,0,0,0,1.46,4
1220,17,1,0,1,1.232159706,17,0,3,0,0,0,0,1.47,4
1221,17,1,0,3,3.249968309,22,0,3,1,1,0,1,1.71,4
1222,17,1,2,0,17.90067718,12,0,2,0,1,0,1,2.29,3
1223,16,1,0,2,13.72048448,16,0,3,0,0,1,0,1.96,4
1224,18,1,0,3,4.998034433,3,0,3,0,0,0,0,2.62,2
1225,16,1,0,1,1.312015299,24,0,0,1,0,0,0,0.77,4
1226,16,0,0,2,13.81230625,13,0,1,0,0,1,0,1.81,4
1227,15,0,2,1,11.44815452,19,0,2,0,0,0,0,0.88,4
1228,16,0,0,2,8.090390489,27,0,3,0,1,0,0,0.82,4
1229,15,0,2,2,7.272228984,12,1,0,0,0,0,0,1.45,4
1230,15,0,2,2,4.336285519,2,0,3,0,1,0,0,3.34,1
1231,16,1,0,1,13.39222513,25,0,2,0,0,0,0,0.82,4
1232,18,1,3,1,19.41336056,25,0,2,0,0,0,0,0.68,4
1233,18,1,0,0,3.514304917,17,0,1,0,1,0,1,1.39,4
1234,18,1,3,1,11.9423324,13,0,2,0,1,0,1,1.99,4
1235,18,1,0,2,8.483701115,14,0,0,0,1,0,0,1.64,4
1236,18,1,1,3,8.933774435,2,0,0,0,1,0,0,2.51,2
1237,16,1,0,2,5.082945603,0,0,3,0,0,1,0,2.98,2
1238,16,0,0,2,16.50269751,25,1,2,0,0,1,0,1.26,4
1239,17,0,1,4,9.705112083,23,1,2,0,0,0,0,1.42,4
1240,18,0,2,2,10.86811704,16,0,1,1,0,1,0,1.60,4
1241,16,0,0,3,6.095218256,2,1,2,0,1,0,0,3.09,1
1242,17,1,0,2,3.636169313,13,0,0,1,1,0,0,1.64,4
1243,18,1,2,1,1.718207764,2,0,2,0,1,0,0,2.59,2
1244,15,1,1,0,14.28238282,12,1,2,0,0,0,0,2.39,3
1245,17,0,3,2,3.924685634,14,0,2,1,0,0,0,1.90,4
1246,16,1,2,1,13.80150708,17,0,4,0,1,0,0,2.11,3
1247,15,1,3,1,7.807528921,13,0,2,0,0,0,0,1.70,4
1248,15,1,2,2,8.31549602,20,0,2,1,0,0,0,1.04,4
1249,15,0,0,2,9.383549922,25,0,2,0,1,0,0,1.19,4
1250,17,1,0,2,7.354170163,2,0,1,0,0,1,0,2.65,2
1251,16,0,2,1,2.012399544,18,0,3,0,1,0,0,1.23,4
1252,15,0,1,1,6.1926362,7,0,2,1,0,0,0,2.13,3
1253,18,0,0,2,13.27468721,3,1,1,1,0,0,0,2.91,2
1254,15,0,0,4,13.31568803,3,0,3,0,0,0,1,3.12,1
1255,15,1,3,2,5.724486145,18,1,0,0,0,0,0,1.04,4
1256,17,0,1,3,9.202052531,10,0,4,1,0,0,1,2.40,3
1257,17,0,0,2,3.86894456,0,1,3,0,0,0,0,3.16,1
1258,16,1,0,2,4.207441631,7,1,2,0,1,1,0,2.72,2
1259,18,1,0,1,0.460941768,14,0,1,1,1,0,0,1.53,4
1260,17,0,0,2,17.934931,0,0,1,0,0,0,0,3.47,1
1261,15,1,0,2,4.214133301,6,0,1,1,0,0,0,2.30,3
1262,16,0,0,2,4.550677539,20,1,1,1,0,0,0,1.27,4
1263,15,0,2,2,5.592028653,19,0,2,1,1,0,1,1.48,4
1264,15,0,0,2,2.548161434,19,0,4,0,0,1,1,1.45,4
1265,17,0,2,1,12.78525766,23,0,2,0,0,0,0,0.81,4
1266,16,1,2,2,1.502859064,10,1,3,0,0,0,0,2.15,3
1267,18,0,0,1,2.684048527,26,0,3,0,0,0,0,0.56,4
1268,18,1,1,3,12.89513453,28,0,3,0,0,0,0,0.58,4
1269,17,1,0,1,6.79321241,13,0,0,0,1,1,1,1.60,4
1270,17,1,2,0,14.15895653,21,1,2,0,1,0,0,1.00,4
1271,16,1,0,2,11.14849489,15,0,3,0,0,0,0,1.66,4
1272,18,0,1,2,5.120423461,13,0,3,0,0,0,1,1.53,4
1273,18,1,1,2,13.01655901,11,0,4,0,0,0,0,2.21,3
1274,18,0,0,1,2.325473606,16,0,3,0,0,0,1,1.16,4
1275,15,1,0,2,10.72820766,13,1,1,0,0,0,0,2.15,3
1276,18,1,1,1,8.742962101,9,0,2,1,0,0,1,2.59,2
1277,15,0,2,3,5.357471656,23,0,0,1,1,0,0,0.91,4
1278,16,0,0,3,12.08009995,28,1,3,0,0,0,0,0.70,4
1279,15,0,1,2,17.42667185,13,1,2,0,0,0,0,2.14,3
1280,16,1,0,1,19.978094,17,0,3,0,0,0,0,1.55,4
1281,18,1,2,2,12.15525537,21,0,4,0,0,0,1,1.55,4
1282,18,0,0,0,8.094117487,8,1,3,0,0,1,0,2.97,2
1283,16,0,2,2,4.504142004,16,0,2,1,0,0,1,1.63,4
1284,17,0,0,1,5.141921788,5,1,1,0,0,0,0,2.33,3
1285,16,0,0,3,9.589099563,7,1,3,1,1,1,0,3.27,1
1286,17,1,0,0,7.345554026,25,0,1,0,0,0,0,0.35,4
1287,15,0,0,2,18.27629045,12,1,1,0,0,0,0,1.89,4
1288,15,0,1,2,7.365909353,17,0,1,0,0,0,0,1.46,4
1289,15,0,0,2,7.468891823,4,0,2,1,0,0,0,2.55,2
1290,18,0,2,0,7.670690249,5,0,1,0,0,0,0,2.22,3
1291,15,1,0,4,16.73240421,20,1,4,0,1,1,0,1.85,4
1292,17,0,0,2,13.01576642,18,0,4,1,0,0,0,1.85,4
1293,15,1,0,2,12.28337701,3,0,4,0,0,1,0,3.27,1
1294,16,0,0,1,6.682860448,6,1,0,0,0,0,1,2.55,2
1295,16,0,0,2,16.35808354,3,0,4,0,0,0,0,3.10,1
1296,18,1,0,2,0.767277227,24,0,4,0,0,1,0,0.66,4
1297,16,0,0,0,17.41594345,10,1,4,0,1,0,0,3.09,1
1298,17,1,0,1,10.254998,11,1,3,0,0,0,0,1.99,4
1299,15,1,1,3,7.965004697,13,1,3,0,1,0,0,2.61,2
1300,18,0,1,1,9.943345614,12,1,1,0,0,0,0,1.73,4
1301,15,1,0,1,13.34831061,28,0,3,1,0,0,0,1.11,4
1302,15,1,0,2,0.25530853,9,0,0,1,0,0,0,1.65,4
1303,17,1,3,2,17.43103713,17,0,2,0,0,0,0,1.34,4
1304,16,1,1,0,8.934790506,15,0,4,0,0,0,0,1.98,4
1305,16,1,1,2,6.859330394,4,0,2,0,1,1,0,3.06,1
1306,15,1,0,1,2.764911313,7,1,1,0,0,0,0,2.39,3
1307,18,1,2,0,8.789307487,13,0,4,0,0,0,0,2.08,3
1308,16,1,2,0,9.926455426,4,0,4,0,1,0,1,3.65,0
1309,18,0,1,3,8.07293389,25,0,1,1,0,0,0,0.32,4
1310,16,0,3,1,13.57320188,27,0,3,0,1,0,0,1.13,4
1311,18,1,0,0,8.417930575,23,0,2,1,0,0,0,0.63,4
1312,17,0,0,2,19.22835156,7,0,2,0,0,1,1,3.16,1
1313,18,1,2,3,11.98555036,24,0,1,0,0,0,0,0.68,4
1314,17,1,2,1,16.14955871,25,0,0,0,0,0,0,0.80,4
1315,17,0,0,2,2.187118062,5,1,1,0,1,0,0,2.84,2
1316,18,1,0,0,7.945825859,15,1,0,0,1,0,0,1.25,4
1317,17,1,0,2,6.736954029,27,0,4,0,0,0,0,0.53,4
1318,15,1,0,2,11.38964776,3,1,3,1,0,0,0,3.19,1
1319,17,1,2,2,17.2222704,11,0,3,0,0,1,0,2.82,2
1320,16,0,1,1,1.566764355,10,0,3,0,0,0,0,2.16,3
1321,18,1,0,1,1.451495961,2,0,1,1,0,0,0,2.72,2
1322,15,1,0,1,17.00635416,11,0,4,1,0,0,0,2.63,2
1323,18,1,0,1,4.257001721,29,1,3,1,1,0,0,0.91,4
1324,16,0,0,0,13.37506509,4,0,2,0,0,0,0,2.61,2
1325,16,1,1,2,10.85756265,5,1,1,0,1,0,0,2.98,2
1326,16,0,3,4,16.6578719,18,0,3,0,0,0,0,1.63,4
1327,17,0,2,4,2.501778197,17,0,3,0,1,0,0,1.36,4
1328,17,1,0,3,2.595659314,15,1,3,0,0,0,0,1.92,4
1329,18,1,2,2,11.13636721,22,0,0,0,0,0,0,1.01,4
1330,18,0,2,2,18.92757307,10,0,1,1,1,0,0,2.33,3
1331,15,1,2,1,8.299955167,4,0,2,1,1,1,0,3.39,1
1332,15,0,0,2,6.538842005,8,0,3,0,1,0,0,2.38,3
1333,18,0,0,2,12.13378646,2,0,0,0,0,0,0,2.78,2
1334,17,1,0,2,18.60897201,29,0,2,0,1,0,1,0.53,4
1335,16,1,0,2,16.73855666,7,0,2,0,0,0,0,2.54,2
1336,18,0,0,1,19.90967221,5,0,3,0,0,0,0,3.01,1
1337,15,0,0,1,0.451371664,3,0,2,1,0,0,0,2.99,2
1338,17,0,0,3,2.257162894,11,0,2,0,1,0,0,1.95,4
1339,18,0,2,0,12.18935527,11,0,3,0,0,0,0,2.15,3
1340,18,1,0,2,16.41152879,24,0,4,0,0,0,1,1.18,4
1341,17,1,0,3,5.704886846,20,0,1,1,0,0,0,1.40,4
1342,18,1,3,2,4.784221761,15,0,1,1,0,1,0,1.76,4
1343,17,1,3,2,15.73951599,9,0,4,1,0,1,0,2.90,2
1344,16,1,2,1,1.127637077,21,0,2,0,0,0,0,1.03,4
1345,17,0,3,1,7.387652952,13,0,3,0,0,0,1,1.91,4
1346,17,1,1,3,10.11618445,12,0,3,0,0,0,0,1.88,4
1347,17,1,3,2,11.20697349,8,0,1,0,1,1,0,2.61,2
1348,18,1,0,2,14.57230314,6,0,3,1,0,1,0,3.11,1
1349,18,1,0,0,7.096914469,11,0,3,0,0,0,0,1.39,4
1350,17,1,0,0,12.25368689,4,0,2,0,0,0,0,2.83,2
1351,18,0,0,4,11.70750846,17,0,0,0,0,1,0,1.09,4
1352,15,0,0,1,10.95232201,3,0,4,0,0,0,0,2.87,2
1353,15,0,1,2,12.80966586,1,0,2,0,1,0,0,2.90,2
1354,18,1,2,0,5.188983421,2,1,3,0,0,0,0,3.18,1
1355,18,0,1,2,1.692975072,25,0,3,0,0,0,0,0.47,4
1356,17,0,0,3,2.385433441,11,1,2,0,0,0,0,2.21,3
1357,16,1,2,2,4.491647653,2,1,3,1,1,0,0,3.38,1
1358,18,1,1,1,10.00395871,3,0,4,0,1,0,0,3.20,1
1359,15,1,0,2,16.80885501,5,0,2,0,0,1,0,3.35,1
1360,17,0,1,2,14.02586684,11,0,2,0,0,0,0,1.73,4
1361,18,0,0,2,15.78081208,18,0,4,1,0,0,0,2.22,3
1362,15,1,0,3,7.019512479,9,0,1,1,0,0,1,2.00,3
1363,15,1,3,2,8.093074833,29,1,0,0,0,0,0,0.72,4
1364,16,0,0,3,7.87363772,0,1,4,0,0,1,0,3.88,0
1365,17,0,0,2,3.837463688,16,0,3,1,0,1,0,1.69,4
1366,17,1,2,1,1.224333163,15,0,4,1,1,0,1,1.76,4
1367,16,1,2,1,11.81832186,8,0,0,0,0,0,0,2.14,3
1368,16,0,0,1,19.78433367,24,1,1,0,1,0,0,0.91,4
1369,17,1,0,3,3.336594099,20,1,1,0,0,0,0,1.14,4
1370,17,0,0,2,0.933696398,8,1,3,1,0,0,1,2.35,3
1371,18,0,1,2,15.59063364,26,0,3,0,0,0,0,0.62,4
1372,18,0,0,1,5.051720134,22,0,2,0,0,1,0,0.34,4
1373,16,0,0,1,16.59287611,8,0,0,0,0,0,0,2.22,3
